Year,Month,Day,Hour,Minute,Temperature,GHI
2019,7,4,20,30,25.5,0
2019,7,4,21,30,25.1,0
2019,7,4,22,30,24.7,0
2019,7,4,23,30,24.5,0
2019,7,5,0,30,24.2,0
2019,7,5,1,30,24.1,0
2019,7,5,2,30,23.9,0
2019,7,5,3,30,23.8,0
2019,7,5,4,30,23.7,0
2019,7,5,5,30,24.2,2
2019,7,5,6,30,25,8
2019,7,5,7,30,25.9,64
2019,7,5,8,30,26.9,431
2019,7,5,9,30,27.9,202
2019,7,5,10,30,28.6,487
2019,7,5,11,30,29.1,539
2019,7,5,12,30,29.5,493
2019,7,5,13,30,29.6,331
2019,7,5,14,30,29.4,439
2019,7,5,15,30,28.8,306
2019,7,5,16,30,27.8,201
2019,7,5,17,30,26.5,4
2019,7,5,18,30,25.8,0
2019,7,5,19,30,25.4,0
2019,7,5,20,30,25.1,0
2019,7,5,21,30,24.8,0
2019,7,5,22,30,24.5,0
2019,7,5,23,30,24.3,0
2019,7,6,0,30,23.8,0
2019,7,6,1,30,23.5,0
2019,7,6,2,30,23.3,0
2019,7,6,3,30,23.2,0
2019,7,6,4,30,23.2,0
2019,7,6,5,30,24,3
2019,7,6,6,30,25.5,8
2019,7,6,7,30,27.2,387
2019,7,6,8,30,28.6,589
2019,7,6,9,30,29.7,773
2019,7,6,10,30,30.4,488
2019,7,6,11,30,30.7,559
2019,7,6,12,30,30.8,700
2019,7,6,13,30,30.7,587
2019,7,6,14,30,30.4,637
2019,7,6,15,30,30,440
2019,7,6,16,30,29.2,223
2019,7,6,17,30,28.2,34
2019,7,6,18,30,27.4,0
2019,7,6,19,30,26.9,0
2019,7,6,20,30,26.5,0
2019,7,6,21,30,26,0
2019,7,6,22,30,25.6,0
2019,7,6,23,30,25.3,0
2019,7,7,0,30,24.9,0
2019,7,7,1,30,24.6,0
2019,7,7,2,30,24.3,0
2019,7,7,3,30,24.1,0
2019,7,7,4,30,24.1,0
2019,7,7,5,30,24.7,6
2019,7,7,6,30,25.9,14
2019,7,7,7,30,27.4,257
2019,7,7,8,30,28.9,582
2019,7,7,9,30,30,538
2019,7,7,10,30,30.7,306
2019,7,7,11,30,31,892
2019,7,7,12,30,31.1,869
2019,7,7,13,30,30.9,407
2019,7,7,14,30,30.6,620
2019,7,7,15,30,30.1,423
2019,7,7,16,30,29.4,190
2019,7,7,17,30,28.4,18
2019,7,7,18,30,27.6,0
2019,7,7,19,30,27,0
2019,7,7,20,30,26.3,0
2019,7,7,21,30,25.8,0
2019,7,7,22,30,25.3,0
2019,7,7,23,30,25.1,0
2019,7,8,0,30,24.6,0
2019,7,8,1,30,24.4,0
2019,7,8,2,30,24.2,0
2019,7,8,3,30,24.1,0
2019,7,8,4,30,24.1,0
2019,7,8,5,30,24.5,2
2019,7,8,6,30,25.3,10
2019,7,8,7,30,26.2,69
2019,7,8,8,30,27,380
2019,7,8,9,30,27.7,465
2019,7,8,10,30,28.5,711
2019,7,8,11,30,29.1,140
2019,7,8,12,30,29.5,73
2019,7,8,13,30,29.5,222
2019,7,8,14,30,29,487
2019,7,8,15,30,28.1,366
2019,7,8,16,30,26.9,236
2019,7,8,17,30,25.6,30
2019,7,8,18,30,24.9,0
2019,7,8,19,30,24.4,0
2019,7,8,20,30,24.1,0
2019,7,8,21,30,23.8,0
2019,7,8,22,30,23.6,0
2019,7,8,23,30,23.5,0
2019,7,9,0,30,23.2,0
2019,7,9,1,30,23.1,0
2019,7,9,2,30,22.9,0
2019,7,9,3,30,22.8,0
2019,7,9,4,30,22.8,0
2019,7,9,5,30,23.2,3
2019,7,9,6,30,23.9,27
2019,7,9,7,30,24.8,91
2019,7,9,8,30,25.9,198
2019,7,9,9,30,27,285
2019,7,9,10,30,27.7,306
2019,7,9,11,30,28.2,283
2019,7,9,12,30,28.4,255
2019,7,9,13,30,28.4,222
2019,7,9,14,30,28.2,165
2019,7,9,15,30,27.8,96
2019,7,9,16,30,27.1,40
2019,7,9,17,30,26.5,10
2019,7,9,18,30,26.2,0
2019,7,9,19,30,26,0
2019,7,9,20,30,25.5,0
2019,7,9,21,30,25,0
2019,7,9,22,30,24.5,0
2019,7,9,23,30,24.2,0
2019,7,10,0,30,23.5,0
2019,7,10,1,30,23.2,0
2019,7,10,2,30,22.9,0
2019,7,10,3,30,22.8,0
2019,7,10,4,30,22.8,0
2019,7,10,5,30,23.7,2
2019,7,10,6,30,25.8,13
2019,7,10,7,30,27.9,189
2019,7,10,8,30,29.6,468
2019,7,10,9,30,30.8,579
2019,7,10,10,30,31.6,533
2019,7,10,11,30,32.1,594
2019,7,10,12,30,32.2,413
2019,7,10,13,30,32,618
2019,7,10,14,30,31.6,646
2019,7,10,15,30,30.8,446
2019,7,10,16,30,29.3,109
2019,7,10,17,30,27.8,10
2019,7,10,18,30,26.8,0
2019,7,10,19,30,26.2,0
2019,7,10,20,30,25.7,0
2019,7,10,21,30,25.3,0
2019,7,10,22,30,24.9,0
2019,7,10,23,30,24.7,0
2019,7,11,0,30,24.2,0
2019,7,11,1,30,24,0
2019,7,11,2,30,23.8,0
2019,7,11,3,30,23.7,0
2019,7,11,4,30,23.7,0
2019,7,11,5,30,23.9,2
2019,7,11,6,30,24.5,8
2019,7,11,7,30,25.1,137
2019,7,11,8,30,25.8,340
2019,7,11,9,30,26.5,388
2019,7,11,10,30,26.9,369
2019,7,11,11,30,27.2,527
2019,7,11,12,30,27.3,389
2019,7,11,13,30,27.2,460
2019,7,11,14,30,26.9,373
2019,7,11,15,30,26.4,319
2019,7,11,16,30,25.5,75
2019,7,11,17,30,24.7,19
2019,7,11,18,30,24.3,0
2019,7,11,19,30,24,0
2019,7,11,20,30,23.8,0
2019,7,11,21,30,23.5,0
2019,7,11,22,30,23.2,0
2019,7,11,23,30,23.1,0
2019,7,12,0,30,22.8,0
2019,7,12,1,30,22.6,0
2019,7,12,2,30,22.5,0
2019,7,12,3,30,22.4,0
2019,7,12,4,30,22.4,0
2019,7,12,5,30,22.8,3
2019,7,12,6,30,23.7,17
2019,7,12,7,30,24.9,129
2019,7,12,8,30,26.4,445
2019,7,12,9,30,27.7,556
2019,7,12,10,30,28.7,604
2019,7,12,11,30,29.3,629
2019,7,12,12,30,29.4,428
2019,7,12,13,30,29.1,370
2019,7,12,14,30,28.5,270
2019,7,12,15,30,27.6,112
2019,7,12,16,30,26.4,199
2019,7,12,17,30,25.2,21
2019,7,12,18,30,24.5,0
2019,7,12,19,30,24.1,0
2019,7,12,20,30,23.8,0
2019,7,12,21,30,23.4,0
2019,7,12,22,30,23,0
2019,7,12,23,30,22.9,0
2019,7,13,0,30,22.4,0
2019,7,13,1,30,22.1,0
2019,7,13,2,30,21.8,0
2019,7,13,3,30,21.6,0
2019,7,13,4,30,21.6,0
2019,7,13,5,30,22.4,5
2019,7,13,6,30,24.1,89
2019,7,13,7,30,26.1,294
2019,7,13,8,30,27.7,623
2019,7,13,9,30,28.9,780
2019,7,13,10,30,29.8,894
2019,7,13,11,30,30.3,937
2019,7,13,12,30,30.4,731
2019,7,13,13,30,30.4,819
2019,7,13,14,30,30.3,663
2019,7,13,15,30,30,461
2019,7,13,16,30,29.1,237
2019,7,13,17,30,27.9,40
2019,7,13,18,30,27.1,0
2019,7,13,19,30,26.5,0
2019,7,13,20,30,25.9,0
2019,7,13,21,30,25.2,0
2019,7,13,22,30,24.4,0
2019,7,13,23,30,24,0
2019,7,14,0,30,23.3,0
2019,7,14,1,30,23,0
2019,7,14,2,30,22.7,0
2019,7,14,3,30,22.6,0
2019,7,14,4,30,22.7,0
2019,7,14,5,30,23.8,6
2019,7,14,6,30,25.8,122
2019,7,14,7,30,27.9,389
2019,7,14,8,30,29.6,598
2019,7,14,9,30,30.8,769
2019,7,14,10,30,31.5,401
2019,7,14,11,30,31.9,663
2019,7,14,12,30,31.9,899
2019,7,14,13,30,31.6,500
2019,7,14,14,30,31,558
2019,7,14,15,30,30.3,341
2019,7,14,16,30,29.4,41
2019,7,14,17,30,28.4,5
2019,7,14,18,30,27.7,0
2019,7,14,19,30,27,0
2019,7,14,20,30,26.3,0
2019,7,14,21,30,25.6,0
2019,7,14,22,30,25,0
2019,7,14,23,30,24.7,0
2019,7,15,0,30,24.2,0
2019,7,15,1,30,24,0
2019,7,15,2,30,23.8,0
2019,7,15,3,30,23.7,0
2019,7,15,4,30,23.6,0
2019,7,15,5,30,24,3
2019,7,15,6,30,24.8,154
2019,7,15,7,30,26.2,258
2019,7,15,8,30,27.8,275
2019,7,15,9,30,29.4,501
2019,7,15,10,30,30.6,610
2019,7,15,11,30,31.3,915
2019,7,15,12,30,31.6,550
2019,7,15,13,30,31.5,803
2019,7,15,14,30,31,603
2019,7,15,15,30,30.2,452
2019,7,15,16,30,28.9,232
2019,7,15,17,30,27.4,39
2019,7,15,18,30,26.4,0
2019,7,15,19,30,25.9,0
2019,7,15,20,30,25.4,0
2019,7,15,21,30,25,0
2019,7,15,22,30,24.7,0
2019,7,15,23,30,24.5,0
2019,7,16,0,30,24.1,0
2019,7,16,1,30,23.9,0
2019,7,16,2,30,23.7,0
2019,7,16,3,30,23.6,0
2019,7,16,4,30,23.7,0
2019,7,16,5,30,24.1,2
2019,7,16,6,30,25.1,13
2019,7,16,7,30,26.5,115
2019,7,16,8,30,28.1,51
2019,7,16,9,30,29.3,360
2019,7,16,10,30,30.2,909
2019,7,16,11,30,30.7,713
2019,7,16,12,30,30.9,733
2019,7,16,13,30,30.7,575
2019,7,16,14,30,30.2,509
2019,7,16,15,30,29.4,196
2019,7,16,16,30,28.1,196
2019,7,16,17,30,26.7,44
2019,7,16,18,30,25.8,0
2019,7,16,19,30,25.4,0
2019,7,16,20,30,24.9,0
2019,7,16,21,30,24.5,0
2019,7,16,22,30,24.2,0
2019,7,16,23,30,24.1,0
2019,7,17,0,30,23.7,0
2019,7,17,1,30,23.4,0
2019,7,17,2,30,23.2,0
2019,7,17,3,30,23,0
2019,7,17,4,30,23.1,0
2019,7,17,5,30,24.1,11
2019,7,17,6,30,26.2,190
2019,7,17,7,30,28.2,419
2019,7,17,8,30,29.6,633
2019,7,17,9,30,30.5,549
2019,7,17,10,30,31,539
2019,7,17,11,30,31.4,661
2019,7,17,12,30,31.8,630
2019,7,17,13,30,32,833
2019,7,17,14,30,31.7,495
2019,7,17,15,30,31,373
2019,7,17,16,30,30.1,72
2019,7,17,17,30,28.9,27
2019,7,17,18,30,28.1,0
2019,7,17,19,30,27.5,0
2019,7,17,20,30,27,0
2019,7,17,21,30,26.6,0
2019,7,17,22,30,26.2,0
2019,7,17,23,30,26,0
2019,7,18,0,30,25.4,0
2019,7,18,1,30,25,0
2019,7,18,2,30,24.8,0
2019,7,18,3,30,24.6,0
2019,7,18,4,30,24.6,0
2019,7,18,5,30,24.9,2
2019,7,18,6,30,25.6,10
2019,7,18,7,30,26.4,29
2019,7,18,8,30,27.2,161
2019,7,18,9,30,28.1,505
2019,7,18,10,30,28.9,627
2019,7,18,11,30,29.3,661
2019,7,18,12,30,29.1,730
2019,7,18,13,30,28.8,673
2019,7,18,14,30,28.4,448
2019,7,18,15,30,28,188
2019,7,18,16,30,27.1,213
2019,7,18,17,30,26,42
2019,7,18,18,30,25.5,0
2019,7,18,19,30,25.4,0
2019,7,18,20,30,25.2,0
2019,7,18,21,30,25,0
2019,7,18,22,30,24.7,0
2019,7,18,23,30,24.6,0
2019,7,19,0,30,24.3,0
2019,7,19,1,30,24.1,0
2019,7,19,2,30,24,0
2019,7,19,3,30,23.9,0
2019,7,19,4,30,23.8,0
2019,7,19,5,30,24,2
2019,7,19,6,30,24.4,9
2019,7,19,7,30,25,22
2019,7,19,8,30,25.6,41
2019,7,19,9,30,26.2,65
2019,7,19,10,30,26.6,119
2019,7,19,11,30,26.8,93
2019,7,19,12,30,26.9,131
2019,7,19,13,30,26.7,213
2019,7,19,14,30,26.3,72
2019,7,19,15,30,25.7,206
2019,7,19,16,30,24.9,23
2019,7,19,17,30,24.1,7
2019,7,19,18,30,23.7,0
2019,7,19,19,30,23.4,0
2019,7,19,20,30,23.2,0
2019,7,19,21,30,23,0
2019,7,19,22,30,22.8,0
2019,7,19,23,30,22.7,0
2019,7,20,0,30,22.5,0
2019,7,20,1,30,22.4,0
2019,7,20,2,30,22.4,0
2019,7,20,3,30,22.4,0
2019,7,20,4,30,22.4,0
2019,7,20,5,30,23.1,6
2019,7,20,6,30,24.7,81
2019,7,20,7,30,26.7,224
2019,7,20,8,30,28.4,374
2019,7,20,9,30,29.4,209
2019,7,20,10,30,29.9,712
2019,7,20,11,30,29.8,734
2019,7,20,12,30,29.5,467
2019,7,20,13,30,29.1,640
2019,7,20,14,30,28.6,671
2019,7,20,15,30,28,470
2019,7,20,16,30,27,245
2019,7,20,17,30,25.8,44
2019,7,20,18,30,25.1,0
2019,7,20,19,30,24.7,0
2019,7,20,20,30,24.3,0
2019,7,20,21,30,23.9,0
2019,7,20,22,30,23.5,0
2019,7,20,23,30,23.4,0
2019,7,21,0,30,23.2,0
2019,7,21,1,30,23,0
2019,7,21,2,30,22.8,0
2019,7,21,3,30,22.6,0
2019,7,21,4,30,22.5,0
2019,7,21,5,30,23.5,10
2019,7,21,6,30,25.3,188
2019,7,21,7,30,27.2,419
2019,7,21,8,30,29,228
2019,7,21,9,30,30.4,468
2019,7,21,10,30,31.4,923
2019,7,21,11,30,32,750
2019,7,21,12,30,32.3,646
2019,7,21,13,30,32.2,666
2019,7,21,14,30,31.7,547
2019,7,21,15,30,30.8,376
2019,7,21,16,30,29.5,195
2019,7,21,17,30,28.4,25
2019,7,21,18,30,27.9,0
2019,7,21,19,30,27.4,0
2019,7,21,20,30,26.6,0
2019,7,21,21,30,25.9,0
2019,7,21,22,30,25.3,0
2019,7,21,23,30,25.1,0
2019,7,22,0,30,24.4,0
2019,7,22,1,30,24.1,0
2019,7,22,2,30,23.8,0
2019,7,22,3,30,23.6,0
2019,7,22,4,30,23.5,0
2019,7,22,5,30,23.7,4
2019,7,22,6,30,24.3,9
2019,7,22,7,30,25,21
2019,7,22,8,30,25.8,173
2019,7,22,9,30,26.4,443
2019,7,22,10,30,27,519
2019,7,22,11,30,27.3,649
2019,7,22,12,30,27.6,750
2019,7,22,13,30,27.6,739
2019,7,22,14,30,27.4,616
2019,7,22,15,30,27,105
2019,7,22,16,30,26.1,11
2019,7,22,17,30,25,17
2019,7,22,18,30,24.5,0
2019,7,22,19,30,24.4,0
2019,7,22,20,30,24.3,0
2019,7,22,21,30,24.1,0
2019,7,22,22,30,23.8,0
2019,7,22,23,30,23.6,0
2019,7,23,0,30,23.1,0
2019,7,23,1,30,22.9,0
2019,7,23,2,30,22.7,0
2019,7,23,3,30,22.6,0
2019,7,23,4,30,22.6,0
2019,7,23,5,30,23.2,6
2019,7,23,6,30,24.4,171
2019,7,23,7,30,25.9,34
2019,7,23,8,30,27.5,55
2019,7,23,9,30,28.9,68
2019,7,23,10,30,29.9,339
2019,7,23,11,30,30.4,395
2019,7,23,12,30,30.6,557
2019,7,23,13,30,30.6,582
2019,7,23,14,30,30.2,478
2019,7,23,15,30,29.5,332
2019,7,23,16,30,28.4,250
2019,7,23,17,30,27.1,34
2019,7,23,18,30,26.2,0
2019,7,23,19,30,25.6,0
2019,7,23,20,30,25.1,0
2019,7,23,21,30,24.6,0
2019,7,23,22,30,24.3,0
2019,7,23,23,30,24.1,0
2019,7,24,0,30,23.7,0
2019,7,24,1,30,23.5,0
2019,7,24,2,30,23.4,0
2019,7,24,3,30,23.2,0
2019,7,24,4,30,23.2,0
2019,7,24,5,30,23.8,7
2019,7,24,6,30,24.9,174
2019,7,24,7,30,26.3,400
2019,7,24,8,30,27.8,264
2019,7,24,9,30,28.9,488
2019,7,24,10,30,29.6,307
2019,7,24,11,30,30,540
2019,7,24,12,30,30.2,921
2019,7,24,13,30,30.2,826
2019,7,24,14,30,30.1,482
2019,7,24,15,30,29.7,344
2019,7,24,16,30,28.8,234
2019,7,24,17,30,27.4,37
2019,7,24,18,30,26.4,0
2019,7,24,19,30,25.8,0
2019,7,24,20,30,25.4,0
2019,7,24,21,30,25,0
2019,7,24,22,30,24.6,0
2019,7,24,23,30,24.5,0
2019,7,25,0,30,24.2,0
2019,7,25,1,30,24.1,0
2019,7,25,2,30,24,0
2019,7,25,3,30,23.9,0
2019,7,25,4,30,23.9,0
2019,7,25,5,30,24.4,4
2019,7,25,6,30,25.6,20
2019,7,25,7,30,26.9,44
2019,7,25,8,30,27.8,71
2019,7,25,9,30,28.4,106
2019,7,25,10,30,28.9,119
2019,7,25,11,30,29.1,112
2019,7,25,12,30,29.2,105
2019,7,25,13,30,29.2,101
2019,7,25,14,30,28.8,92
2019,7,25,15,30,28.2,66
2019,7,25,16,30,27.3,30
2019,7,25,17,30,26.3,8
2019,7,25,18,30,25.6,0
2019,7,25,19,30,25.3,0
2019,7,25,20,30,25.1,0
2019,7,25,21,30,24.9,0
2019,7,25,22,30,24.6,0
2019,7,25,23,30,24.5,0
2019,7,26,0,30,24,0
2019,7,26,1,30,23.9,0
2019,7,26,2,30,23.7,0
2019,7,26,3,30,23.6,0
2019,7,26,4,30,23.6,0
2019,7,26,5,30,24.2,5
2019,7,26,6,30,25.3,31
2019,7,26,7,30,26.2,63
2019,7,26,8,30,27,92
2019,7,26,9,30,27.5,128
2019,7,26,10,30,27.9,139
2019,7,26,11,30,28.1,125
2019,7,26,12,30,28.2,100
2019,7,26,13,30,28.1,86
2019,7,26,14,30,27.7,61
2019,7,26,15,30,27,32
2019,7,26,16,30,26.1,18
2019,7,26,17,30,25.3,7
2019,7,26,18,30,24.9,0
2019,7,26,19,30,24.6,0
2019,7,26,20,30,24.4,0
2019,7,26,21,30,24.1,0
2019,7,26,22,30,23.8,0
2019,7,26,23,30,23.7,0
2019,7,27,0,30,23.4,0
2019,7,27,1,30,23.2,0
2019,7,27,2,30,23,0
2019,7,27,3,30,22.8,0
2019,7,27,4,30,22.8,0
2019,7,27,5,30,23.4,6
2019,7,27,6,30,24.6,42
2019,7,27,7,30,26,265
2019,7,27,8,30,27.5,434
2019,7,27,9,30,28.8,581
2019,7,27,10,30,29.6,682
2019,7,27,11,30,30,725
2019,7,27,12,30,30.2,704
2019,7,27,13,30,30.2,618
2019,7,27,14,30,29.8,474
2019,7,27,15,30,29.3,398
2019,7,27,16,30,28.6,160
2019,7,27,17,30,27.7,39
2019,7,27,18,30,27,0
2019,7,27,19,30,26.4,0
2019,7,27,20,30,25.6,0
2019,7,27,21,30,25,0
2019,7,27,22,30,24.6,0
2019,7,27,23,30,24.4,0
2019,7,28,0,30,24,0
2019,7,28,1,30,23.8,0
2019,7,28,2,30,23.7,0
2019,7,28,3,30,23.6,0
2019,7,28,4,30,23.5,0
2019,7,28,5,30,23.9,6
2019,7,28,6,30,24.7,173
2019,7,28,7,30,25.7,34
2019,7,28,8,30,26.8,309
2019,7,28,9,30,27.6,537
2019,7,28,10,30,28,280
2019,7,28,11,30,28.2,300
2019,7,28,12,30,28.3,89
2019,7,28,13,30,28.1,101
2019,7,28,14,30,27.7,297
2019,7,28,15,30,27.1,355
2019,7,28,16,30,26.2,176
2019,7,28,17,30,25.4,22
2019,7,28,18,30,24.9,0
2019,7,28,19,30,24.6,0
2019,7,28,20,30,24.4,0
2019,7,28,21,30,24.2,0
2019,7,28,22,30,24,0
2019,7,28,23,30,23.9,0
2019,7,29,0,30,23.6,0
2019,7,29,1,30,23.4,0
2019,7,29,2,30,23.2,0
2019,7,29,3,30,23,0
2019,7,29,4,30,22.9,0
2019,7,29,5,30,23.4,1
2019,7,29,6,30,24.4,8
2019,7,29,7,30,25.6,19
2019,7,29,8,30,26.6,149
2019,7,29,9,30,27.4,417
2019,7,29,10,30,27.7,500
2019,7,29,11,30,27.8,564
2019,7,29,12,30,27.7,592
2019,7,29,13,30,27.4,246
2019,7,29,14,30,27,214
2019,7,29,15,30,26.6,90
2019,7,29,16,30,25.9,192
2019,7,29,17,30,25.1,15
2019,7,29,18,30,24.6,0
2019,7,29,19,30,24.3,0
2019,7,29,20,30,23.9,0
2019,7,29,21,30,23.4,0
2019,7,29,22,30,23,0
2019,7,29,23,30,22.8,0
2019,7,30,0,30,22.3,0
2019,7,30,1,30,22.1,0
2019,7,30,2,30,21.8,0
2019,7,30,3,30,21.6,0
2019,7,30,4,30,21.7,0
2019,7,30,5,30,22.7,7
2019,7,30,6,30,24.5,73
2019,7,30,7,30,26.5,177
2019,7,30,8,30,28.2,409
2019,7,30,9,30,29.3,385
2019,7,30,10,30,30,505
2019,7,30,11,30,30.3,921
2019,7,30,12,30,30.4,924
2019,7,30,13,30,30.3,643
2019,7,30,14,30,29.9,695
2019,7,30,15,30,29.3,487
2019,7,30,16,30,28.3,150
2019,7,30,17,30,27.3,34
2019,7,30,18,30,26.7,0
2019,7,30,19,30,26.4,0
2019,7,30,20,30,25.8,0
2019,7,30,21,30,25,0
2019,7,30,22,30,24.3,0
2019,7,30,23,30,24,0
2019,7,31,0,30,23.4,0
2019,7,31,1,30,23.1,0
2019,7,31,2,30,23,0
2019,7,31,3,30,22.8,0
2019,7,31,4,30,22.8,0
2019,7,31,5,30,23.5,0
2019,7,31,6,30,24.7,185
2019,7,31,7,30,26.3,101
2019,7,31,8,30,27.9,212
2019,7,31,9,30,29.2,307
2019,7,31,10,30,29.9,697
2019,7,31,11,30,30.4,576
2019,7,31,12,30,30.6,224
2019,7,31,13,30,30.6,414
2019,7,31,14,30,30.4,441
2019,7,31,15,30,29.9,310
2019,7,31,16,30,29,239
2019,7,31,17,30,27.9,38
2019,7,31,18,30,27.2,0
2019,7,31,19,30,26.8,0
2019,7,31,20,30,26.5,0
2019,7,31,21,30,26.2,0
2019,7,31,22,30,25.8,0
2019,7,31,23,30,25.6,0
2019,8,1,0,30,24.9,0
2019,8,1,1,30,24.5,0
2019,8,1,2,30,24.2,0
2019,8,1,3,30,23.9,0
2019,8,1,4,30,23.7,0
2019,8,1,5,30,24.3,0
2019,8,1,6,30,25.6,8
2019,8,1,7,30,26.9,159
2019,8,1,8,30,28.1,314
2019,8,1,9,30,29,519
2019,8,1,10,30,29.6,680
2019,8,1,11,30,29.9,750
2019,8,1,12,30,29.8,723
2019,8,1,13,30,29.5,619
2019,8,1,14,30,29.1,232
2019,8,1,15,30,28.6,190
2019,8,1,16,30,27.9,90
2019,8,1,17,30,27,14
2019,8,1,18,30,26.4,0
2019,8,1,19,30,26,0
2019,8,1,20,30,25.6,0
2019,8,1,21,30,25.3,0
2019,8,1,22,30,25,0
2019,8,1,23,30,24.9,0
2019,8,2,0,30,24.5,0
2019,8,2,1,30,24.2,0
2019,8,2,2,30,24,0
2019,8,2,3,30,23.7,0
2019,8,2,4,30,23.6,0
2019,8,2,5,30,23.9,0
2019,8,2,6,30,24.8,9
2019,8,2,7,30,25.7,21
2019,8,2,8,30,26.7,96
2019,8,2,9,30,27.6,319
2019,8,2,10,30,28.2,463
2019,8,2,11,30,28.4,547
2019,8,2,12,30,28.4,668
2019,8,2,13,30,28.1,655
2019,8,2,14,30,27.5,532
2019,8,2,15,30,26.7,416
2019,8,2,16,30,25.7,196
2019,8,2,17,30,24.8,35
2019,8,2,18,30,24.3,0
2019,8,2,19,30,24,0
2019,8,2,20,30,23.9,0
2019,8,2,21,30,23.7,0
2019,8,2,22,30,23.6,0
2019,8,2,23,30,23.5,0
2019,8,3,0,30,23.3,0
2019,8,3,1,30,23.2,0
2019,8,3,2,30,23.1,0
2019,8,3,3,30,22.9,0
2019,8,3,4,30,22.8,0
2019,8,3,5,30,23.1,0
2019,8,3,6,30,23.8,13
2019,8,3,7,30,24.9,37
2019,8,3,8,30,26.2,285
2019,8,3,9,30,27.4,314
2019,8,3,10,30,28.2,483
2019,8,3,11,30,28.6,308
2019,8,3,12,30,28.8,400
2019,8,3,13,30,28.7,358
2019,8,3,14,30,28.5,50
2019,8,3,15,30,28,130
2019,8,3,16,30,27,247
2019,8,3,17,30,25.9,41
2019,8,3,18,30,25.2,0
2019,8,3,19,30,24.8,0
2019,8,3,20,30,24.4,0
2019,8,3,21,30,24,0
2019,8,3,22,30,23.6,0
2019,8,3,23,30,23.4,0
2019,8,4,0,30,22.8,0
2019,8,4,1,30,22.5,0
2019,8,4,2,30,22.2,0
2019,8,4,3,30,22,0
2019,8,4,4,30,22,0
2019,8,4,5,30,22.8,0
2019,8,4,6,30,24.2,13
2019,8,4,7,30,25.8,129
2019,8,4,8,30,27.3,352
2019,8,4,9,30,28.3,610
2019,8,4,10,30,28.9,629
2019,8,4,11,30,29.1,660
2019,8,4,12,30,29.1,929
2019,8,4,13,30,29.2,484
2019,8,4,14,30,29.1,416
2019,8,4,15,30,28.6,466
2019,8,4,16,30,27.7,83
2019,8,4,17,30,26.7,13
2019,8,4,18,30,26.1,0
2019,8,4,19,30,25.8,0
2019,8,4,20,30,25.4,0
2019,8,4,21,30,25,0
2019,8,4,22,30,24.6,0
2019,8,4,23,30,24.4,0
2019,8,5,0,30,23.8,0
2019,8,5,1,30,23.5,0
2019,8,5,2,30,23.4,0
2019,8,5,3,30,23.2,0
2019,8,5,4,30,23.1,0
2019,8,5,5,30,23.4,0
2019,8,5,6,30,24,9
2019,8,5,7,30,24.7,21
2019,8,5,8,30,25.4,43
2019,8,5,9,30,26.3,65
2019,8,5,10,30,27,109
2019,8,5,11,30,27.3,260
2019,8,5,12,30,27.1,343
2019,8,5,13,30,26.7,538
2019,8,5,14,30,26.3,471
2019,8,5,15,30,25.8,367
2019,8,5,16,30,25.2,103
2019,8,5,17,30,24.3,41
2019,8,5,18,30,23.9,0
2019,8,5,19,30,23.6,0
2019,8,5,20,30,23.5,0
2019,8,5,21,30,23.4,0
2019,8,5,22,30,23.3,0
2019,8,5,23,30,23.2,0
2019,8,6,0,30,23.2,0
2019,8,6,1,30,23.1,0
2019,8,6,2,30,23.1,0
2019,8,6,3,30,23,0
2019,8,6,4,30,23,0
2019,8,6,5,30,23.3,0
2019,8,6,6,30,24,14
2019,8,6,7,30,24.7,116
2019,8,6,8,30,25.4,43
2019,8,6,9,30,26,164
2019,8,6,10,30,26.7,404
2019,8,6,11,30,27.4,418
2019,8,6,12,30,27.7,760
2019,8,6,13,30,27.9,576
2019,8,6,14,30,27.9,348
2019,8,6,15,30,27.6,308
2019,8,6,16,30,26.9,172
2019,8,6,17,30,26.2,29
2019,8,6,18,30,25.9,0
2019,8,6,19,30,25.8,0
2019,8,6,20,30,25.5,0
2019,8,6,21,30,25,0
2019,8,6,22,30,24.4,0
2019,8,6,23,30,24.1,0
2019,8,7,0,30,23.4,0
2019,8,7,1,30,23.2,0
2019,8,7,2,30,23,0
2019,8,7,3,30,22.9,0
2019,8,7,4,30,22.9,0
2019,8,7,5,30,23.3,0
2019,8,7,6,30,24.2,25
2019,8,7,7,30,25.1,105
2019,8,7,8,30,26,41
2019,8,7,9,30,26.9,184
2019,8,7,10,30,27.5,129
2019,8,7,11,30,27.9,97
2019,8,7,12,30,28,286
2019,8,7,13,30,27.9,320
2019,8,7,14,30,27.6,353
2019,8,7,15,30,27.2,93
2019,8,7,16,30,26.4,59
2019,8,7,17,30,25.5,6
2019,8,7,18,30,25.1,0
2019,8,7,19,30,24.9,0
2019,8,7,20,30,24.6,0
2019,8,7,21,30,24.3,0
2019,8,7,22,30,24,0
2019,8,7,23,30,23.9,0
2019,8,8,0,30,23.5,0
2019,8,8,1,30,23.2,0
2019,8,8,2,30,23,0
2019,8,8,3,30,22.9,0
2019,8,8,4,30,22.9,0
2019,8,8,5,30,23.4,0
2019,8,8,6,30,24.1,9
2019,8,8,7,30,24.8,22
2019,8,8,8,30,25.4,43
2019,8,8,9,30,25.9,134
2019,8,8,10,30,26.4,174
2019,8,8,11,30,26.9,213
2019,8,8,12,30,27.2,622
