Year,Month,Day,Hour,Minute,Temperature,GHI
2019,3,25,2,30,26.2,0
2019,3,25,3,30,25.9,0
2019,3,25,4,30,25.7,0
2019,3,25,5,30,26.2,0
2019,3,25,6,30,27.9,11
2019,3,25,7,30,29.7,270
2019,3,25,8,30,31.2,403
2019,3,25,9,30,32.6,469
2019,3,25,10,30,33.8,803
2019,3,25,11,30,34.7,853
2019,3,25,12,30,35.2,743
2019,3,25,13,30,35.2,680
2019,3,25,14,30,34.9,546
2019,3,25,15,30,34.2,413
2019,3,25,16,30,32.7,179
2019,3,25,17,30,31.2,3
2019,3,25,18,30,30.4,0
2019,3,25,19,30,29.8,0
2019,3,25,20,30,29.2,0
2019,3,25,21,30,28.6,0
2019,3,25,22,30,28,0
2019,3,25,23,30,27.7,0
2019,3,26,0,30,27,0
2019,3,26,1,30,26.5,0
2019,3,26,2,30,26.2,0
2019,3,26,3,30,25.9,0
2019,3,26,4,30,25.7,0
2019,3,26,5,30,26.3,0
2019,3,26,6,30,28.1,119
2019,3,26,7,30,30.3,348
2019,3,26,8,30,32.1,571
2019,3,26,9,30,33.5,754
2019,3,26,10,30,34.8,686
2019,3,26,11,30,35.9,788
2019,3,26,12,30,36.5,668
2019,3,26,13,30,36.7,683
2019,3,26,14,30,36.5,654
2019,3,26,15,30,35.8,437
2019,3,26,16,30,34.1,199
2019,3,26,17,30,32.2,9
2019,3,26,18,30,31.2,0
2019,3,26,19,30,30.5,0
2019,3,26,20,30,29.7,0
2019,3,26,21,30,28.9,0
2019,3,26,22,30,28.3,0
2019,3,26,23,30,28,0
2019,3,27,0,30,27.3,0
2019,3,27,1,30,26.9,0
2019,3,27,2,30,26.6,0
2019,3,27,3,30,26.3,0
2019,3,27,4,30,26.1,0
2019,3,27,5,30,26.7,0
2019,3,27,6,30,28.6,127
2019,3,27,7,30,30.8,356
2019,3,27,8,30,32.8,577
2019,3,27,9,30,34.3,719
2019,3,27,10,30,35.5,835
2019,3,27,11,30,36.5,880
2019,3,27,12,30,37.1,906
2019,3,27,13,30,37.3,804
2019,3,27,14,30,37.1,636
2019,3,27,15,30,36.2,419
2019,3,27,16,30,33.8,182
2019,3,27,17,30,31.3,3
2019,3,27,18,30,30.2,0
2019,3,27,19,30,29.5,0
2019,3,27,20,30,28.8,0
2019,3,27,21,30,28.3,0
2019,3,27,22,30,27.8,0
2019,3,27,23,30,27.6,0
2019,3,28,0,30,26.9,0
2019,3,28,1,30,26.3,0
2019,3,28,2,30,25.8,0
2019,3,28,3,30,25.3,0
2019,3,28,4,30,25.1,0
2019,3,28,5,30,25.8,0
2019,3,28,6,30,28.2,106
2019,3,28,7,30,31.1,340
2019,3,28,8,30,33.9,564
2019,3,28,9,30,36.3,753
2019,3,28,10,30,38.3,881
2019,3,28,11,30,39.6,933
2019,3,28,12,30,40.3,915
2019,3,28,13,30,40.4,811
2019,3,28,14,30,39.9,640
2019,3,28,15,30,38.6,403
2019,3,28,16,30,36.1,170
2019,3,28,17,30,33.7,1
2019,3,28,18,30,32.3,0
2019,3,28,19,30,31.1,0
2019,3,28,20,30,30.2,0
2019,3,28,21,30,29.5,0
2019,3,28,22,30,28.8,0
2019,3,28,23,30,28.5,0
2019,3,29,0,30,27.6,0
2019,3,29,1,30,27.1,0
2019,3,29,2,30,26.7,0
2019,3,29,3,30,26.4,0
2019,3,29,4,30,26.3,0
2019,3,29,5,30,27.1,0
2019,3,29,6,30,29,87
2019,3,29,7,30,31.3,276
2019,3,29,8,30,33.6,521
2019,3,29,9,30,35.5,652
2019,3,29,10,30,37,768
2019,3,29,11,30,38.3,815
2019,3,29,12,30,39.2,767
2019,3,29,13,30,39.4,678
2019,3,29,14,30,39.1,562
2019,3,29,15,30,38.2,405
2019,3,29,16,30,36.2,173
2019,3,29,17,30,34,2
2019,3,29,18,30,32.5,0
2019,3,29,19,30,31.3,0
2019,3,29,20,30,30.4,0
2019,3,29,21,30,29.8,0
2019,3,29,22,30,29.3,0
2019,3,29,23,30,29,0
2019,3,30,0,30,28.3,0
2019,3,30,1,30,27.9,0
2019,3,30,2,30,27.5,0
2019,3,30,3,30,27.1,0
2019,3,30,4,30,26.8,0
2019,3,30,5,30,27.4,0
2019,3,30,6,30,29,130
2019,3,30,7,30,31,102
2019,3,30,8,30,32.9,363
2019,3,30,9,30,34.5,447
2019,3,30,10,30,35.7,726
2019,3,30,11,30,36.6,748
2019,3,30,12,30,37.2,778
2019,3,30,13,30,37.3,745
2019,3,30,14,30,37.1,536
2019,3,30,15,30,36.4,395
2019,3,30,16,30,34.9,164
2019,3,30,17,30,33.4,1
2019,3,30,18,30,32.3,0
2019,3,30,19,30,31.4,0
2019,3,30,20,30,30.6,0
2019,3,30,21,30,29.9,0
2019,3,30,22,30,29.4,0
2019,3,30,23,30,29.1,0
2019,3,31,0,30,28.5,0
2019,3,31,1,30,28.1,0
2019,3,31,2,30,27.7,0
2019,3,31,3,30,27.4,0
2019,3,31,4,30,27.2,0
2019,3,31,5,30,27.7,0
2019,3,31,6,30,29,128
2019,3,31,7,30,30.7,361
2019,3,31,8,30,32.5,469
2019,3,31,9,30,34.1,767
2019,3,31,10,30,35.4,749
2019,3,31,11,30,36.5,844
2019,3,31,12,30,37.2,767
2019,3,31,13,30,37.5,676
2019,3,31,14,30,37.3,534
2019,3,31,15,30,36.6,369
2019,3,31,16,30,34.9,138
2019,3,31,17,30,32.9,1
2019,3,31,18,30,31.8,0
2019,3,31,19,30,30.9,0
2019,3,31,20,30,30.1,0
2019,3,31,21,30,29.5,0
2019,3,31,22,30,28.9,0
2019,3,31,23,30,28.7,0
2019,4,1,0,30,28,0
2019,4,1,1,30,27.6,0
2019,4,1,2,30,27.3,0
2019,4,1,3,30,27.1,0
2019,4,1,4,30,27,0
2019,4,1,5,30,27.6,0
2019,4,1,6,30,29.2,113
2019,4,1,7,30,31.2,339
2019,4,1,8,30,33.1,558
2019,4,1,9,30,34.7,689
2019,4,1,10,30,36.3,813
2019,4,1,11,30,37.8,871
2019,4,1,12,30,38.9,889
2019,4,1,13,30,39.4,791
2019,4,1,14,30,39.3,572
2019,4,1,15,30,38.5,407
2019,4,1,16,30,36.4,174
2019,4,1,17,30,33.9,2
2019,4,1,18,30,32.5,0
2019,4,1,19,30,31.6,0
2019,4,1,20,30,30.6,0
2019,4,1,21,30,29.8,0
2019,4,1,22,30,29.1,0
2019,4,1,23,30,28.9,0
2019,4,2,0,30,28.2,0
2019,4,2,1,30,27.8,0
2019,4,2,2,30,27.5,0
2019,4,2,3,30,27.3,0
2019,4,2,4,30,27.2,0
2019,4,2,5,30,28.1,0
2019,4,2,6,30,30.2,115
2019,4,2,7,30,32.5,262
2019,4,2,8,30,34.7,393
2019,4,2,9,30,36.7,521
2019,4,2,10,30,38.5,690
2019,4,2,11,30,39.9,793
2019,4,2,12,30,40.7,813
2019,4,2,13,30,40.7,746
2019,4,2,14,30,40.1,611
2019,4,2,15,30,38.9,338
2019,4,2,16,30,37,12
2019,4,2,17,30,35,3
2019,4,2,18,30,33.4,0
2019,4,2,19,30,32.2,0
2019,4,2,20,30,31.2,0
2019,4,2,21,30,30.6,0
2019,4,2,22,30,30,0
2019,4,2,23,30,29.7,0
2019,4,3,0,30,29.1,0
2019,4,3,1,30,28.6,0
2019,4,3,2,30,28.3,0
2019,4,3,3,30,27.9,0
2019,4,3,4,30,27.7,0
2019,4,3,5,30,28.3,0
2019,4,3,6,30,30.2,137
2019,4,3,7,30,32.6,311
2019,4,3,8,30,35,524
2019,4,3,9,30,37.1,579
2019,4,3,10,30,38.9,902
2019,4,3,11,30,40.2,951
2019,4,3,12,30,41,908
2019,4,3,13,30,41.3,769
2019,4,3,14,30,40.9,627
2019,4,3,15,30,40,408
2019,4,3,16,30,37.8,175
2019,4,3,17,30,35.4,2
2019,4,3,18,30,33.7,0
2019,4,3,19,30,32.4,0
2019,4,3,20,30,31.2,0
2019,4,3,21,30,30.4,0
2019,4,3,22,30,29.6,0
2019,4,3,23,30,29.3,0
2019,4,4,0,30,28.5,0
2019,4,4,1,30,28,0
2019,4,4,2,30,27.6,0
2019,4,4,3,30,27.2,0
2019,4,4,4,30,26.9,0
2019,4,4,5,30,27.8,0
2019,4,4,6,30,29.9,145
2019,4,4,7,30,32.6,382
2019,4,4,8,30,35.2,612
2019,4,4,9,30,37.5,799
2019,4,4,10,30,39.3,923
2019,4,4,11,30,40.7,811
2019,4,4,12,30,41.5,960
2019,4,4,13,30,41.7,741
2019,4,4,14,30,41.3,409
2019,4,4,15,30,40.2,200
2019,4,4,16,30,38.1,61
2019,4,4,17,30,35.8,5
2019,4,4,18,30,34.2,0
2019,4,4,19,30,32.8,0
2019,4,4,20,30,31.6,0
2019,4,4,21,30,30.7,0
2019,4,4,22,30,30,0
2019,4,4,23,30,29.7,0
2019,4,5,0,30,28.8,0
2019,4,5,1,30,28.3,0
2019,4,5,2,30,27.9,0
2019,4,5,3,30,27.5,0
2019,4,5,4,30,27.1,0
2019,4,5,5,30,27.7,0
2019,4,5,6,30,29.8,99
2019,4,5,7,30,32.5,261
2019,4,5,8,30,35,487
2019,4,5,9,30,37.2,614
2019,4,5,10,30,38.9,651
2019,4,5,11,30,40.1,826
2019,4,5,12,30,40.9,855
2019,4,5,13,30,41,773
2019,4,5,14,30,40.5,638
2019,4,5,15,30,39.4,418
2019,4,5,16,30,37.7,159
2019,4,5,17,30,35.8,4
2019,4,5,18,30,34.5,0
2019,4,5,19,30,33.2,0
2019,4,5,20,30,32.1,0
2019,4,5,21,30,31.2,0
2019,4,5,22,30,30.5,0
2019,4,5,23,30,30.2,0
2019,4,6,0,30,29.4,0
2019,4,6,1,30,29,0
2019,4,6,2,30,28.7,0
2019,4,6,3,30,28.4,0
2019,4,6,4,30,28.2,0
2019,4,6,5,30,28.3,0
2019,4,6,6,30,29.1,122
2019,4,6,7,30,30.7,311
2019,4,6,8,30,32.8,491
2019,4,6,9,30,34.8,627
2019,4,6,10,30,36.4,795
2019,4,6,11,30,37.4,808
2019,4,6,12,30,38,766
2019,4,6,13,30,38.1,651
2019,4,6,14,30,37.7,534
2019,4,6,15,30,36.9,377
2019,4,6,16,30,35.5,135
2019,4,6,17,30,33.9,11
2019,4,6,18,30,32.9,0
2019,4,6,19,30,32.2,0
2019,4,6,20,30,31.4,0
2019,4,6,21,30,30.7,0
2019,4,6,22,30,30,0
2019,4,6,23,30,29.7,0
2019,4,7,0,30,28.9,0
2019,4,7,1,30,28.5,0
2019,4,7,2,30,28.1,0
2019,4,7,3,30,27.7,0
2019,4,7,4,30,27.3,0
2019,4,7,5,30,27.5,0
2019,4,7,6,30,28.7,13
2019,4,7,7,30,30.5,238
2019,4,7,8,30,32.6,536
2019,4,7,9,30,34.6,700
2019,4,7,10,30,36.2,556
2019,4,7,11,30,37.2,869
2019,4,7,12,30,37.8,848
2019,4,7,13,30,37.9,751
2019,4,7,14,30,37.4,591
2019,4,7,15,30,36.5,422
2019,4,7,16,30,34.9,187
2019,4,7,17,30,33.4,6
2019,4,7,18,30,32.4,0
2019,4,7,19,30,31.6,0
2019,4,7,20,30,30.9,0
2019,4,7,21,30,30.3,0
2019,4,7,22,30,29.7,0
2019,4,7,23,30,29.5,0
2019,4,8,0,30,28.8,0
2019,4,8,1,30,28.4,0
2019,4,8,2,30,28,0
2019,4,8,3,30,27.7,0
2019,4,8,4,30,27.4,0
2019,4,8,5,30,27.7,0
2019,4,8,6,30,29.2,124
2019,4,8,7,30,31.5,317
2019,4,8,8,30,34,618
2019,4,8,9,30,36.2,808
2019,4,8,10,30,37.9,781
2019,4,8,11,30,39.2,979
2019,4,8,12,30,39.8,922
2019,4,8,13,30,39.8,810
2019,4,8,14,30,39.1,637
2019,4,8,15,30,37.9,415
2019,4,8,16,30,36.3,180
2019,4,8,17,30,34.7,3
2019,4,8,18,30,33.6,0
2019,4,8,19,30,32.6,0
2019,4,8,20,30,31.7,0
2019,4,8,21,30,30.8,0
2019,4,8,22,30,30,0
2019,4,8,23,30,29.6,0
2019,4,9,0,30,28.5,0
2019,4,9,1,30,27.9,0
2019,4,9,2,30,27.5,0
2019,4,9,3,30,27.1,0
2019,4,9,4,30,26.9,0
2019,4,9,5,30,26.9,0
2019,4,9,6,30,27.3,8
2019,4,9,7,30,28,135
2019,4,9,8,30,28.9,554
2019,4,9,9,30,29.7,733
2019,4,9,10,30,30.3,746
2019,4,9,11,30,30.9,852
2019,4,9,12,30,31.5,822
2019,4,9,13,30,31.7,643
2019,4,9,14,30,31.8,528
2019,4,9,15,30,31.7,343
2019,4,9,16,30,30.9,96
2019,4,9,17,30,29.7,2
2019,4,9,18,30,29.1,0
2019,4,9,19,30,28.6,0
2019,4,9,20,30,28.1,0
2019,4,9,21,30,27.6,0
2019,4,9,22,30,27.1,0
2019,4,9,23,30,26.8,0
2019,4,10,0,30,26.2,0
2019,4,10,1,30,25.8,0
2019,4,10,2,30,25.4,0
2019,4,10,3,30,25.1,0
2019,4,10,4,30,24.9,0
2019,4,10,5,30,25.6,0
2019,4,10,6,30,27.8,146
2019,4,10,7,30,30.8,347
2019,4,10,8,30,33.4,598
2019,4,10,9,30,35.4,724
2019,4,10,10,30,36.9,793
2019,4,10,11,30,38,780
2019,4,10,12,30,38.6,831
2019,4,10,13,30,38.6,734
2019,4,10,14,30,38.1,623
2019,4,10,15,30,37.1,407
2019,4,10,16,30,35.5,176
2019,4,10,17,30,34,3
2019,4,10,18,30,32.8,0
2019,4,10,19,30,31.5,0
2019,4,10,20,30,30.6,0
2019,4,10,21,30,29.8,0
2019,4,10,22,30,29.1,0
2019,4,10,23,30,28.9,0
2019,4,11,0,30,28.2,0
2019,4,11,1,30,27.8,0
2019,4,11,2,30,27.5,0
2019,4,11,3,30,27.2,0
2019,4,11,4,30,27,0
2019,4,11,5,30,27.2,0
2019,4,11,6,30,28.1,29
2019,4,11,7,30,29.5,235
2019,4,11,8,30,31,512
2019,4,11,9,30,32.3,646
2019,4,11,10,30,33.4,571
2019,4,11,11,30,34.2,853
2019,4,11,12,30,34.7,770
2019,4,11,13,30,34.8,810
2019,4,11,14,30,34.7,639
2019,4,11,15,30,34.2,256
2019,4,11,16,30,32.8,143
2019,4,11,17,30,31.3,7
2019,4,11,18,30,30.6,0
2019,4,11,19,30,30.1,0
2019,4,11,20,30,29.5,0
2019,4,11,21,30,28.8,0
2019,4,11,22,30,28.2,0
2019,4,11,23,30,27.9,0
2019,4,12,0,30,27.1,0
2019,4,12,1,30,26.6,0
2019,4,12,2,30,26.2,0
2019,4,12,3,30,25.9,0
2019,4,12,4,30,25.7,0
2019,4,12,5,30,26.5,0
2019,4,12,6,30,28.3,157
2019,4,12,7,30,30.3,388
2019,4,12,8,30,32.1,484
2019,4,12,9,30,33.6,702
2019,4,12,10,30,34.8,799
2019,4,12,11,30,35.7,924
2019,4,12,12,30,36.2,921
2019,4,12,13,30,36.3,810
2019,4,12,14,30,36.1,636
2019,4,12,15,30,35.6,418
2019,4,12,16,30,34.1,184
2019,4,12,17,30,32.4,5
2019,4,12,18,30,31.5,0
2019,4,12,19,30,31,0
2019,4,12,20,30,30.4,0
2019,4,12,21,30,29.7,0
2019,4,12,22,30,29.2,0
2019,4,12,23,30,28.9,0
2019,4,13,0,30,28.2,0
2019,4,13,1,30,27.9,0
2019,4,13,2,30,27.6,0
2019,4,13,3,30,27.4,0
2019,4,13,4,30,27.2,0
2019,4,13,5,30,27.4,0
2019,4,13,6,30,28.5,95
2019,4,13,7,30,30.1,321
2019,4,13,8,30,31.6,554
2019,4,13,9,30,33,654
2019,4,13,10,30,33.9,816
2019,4,13,11,30,34.6,755
2019,4,13,12,30,34.9,810
2019,4,13,13,30,34.9,688
2019,4,13,14,30,34.5,521
2019,4,13,15,30,33.8,306
2019,4,13,16,30,32.6,134
2019,4,13,17,30,31.3,6
2019,4,13,18,30,30.5,0
2019,4,13,19,30,29.9,0
2019,4,13,20,30,29.3,0
2019,4,13,21,30,28.8,0
2019,4,13,22,30,28.2,0
2019,4,13,23,30,28,0
2019,4,14,0,30,27.3,0
2019,4,14,1,30,26.9,0
2019,4,14,2,30,26.5,0
2019,4,14,3,30,26.3,0
2019,4,14,4,30,26.1,0
2019,4,14,5,30,26.3,1
2019,4,14,6,30,27.3,9
2019,4,14,7,30,28.9,162
2019,4,14,8,30,30.7,345
2019,4,14,9,30,32.5,637
2019,4,14,10,30,34,765
2019,4,14,11,30,35.1,813
2019,4,14,12,30,35.7,745
2019,4,14,13,30,35.8,635
2019,4,14,14,30,35.3,572
2019,4,14,15,30,34.5,173
2019,4,14,16,30,33.1,60
2019,4,14,17,30,31.5,5
2019,4,14,18,30,30.5,0
2019,4,14,19,30,29.8,0
2019,4,14,20,30,29.1,0
2019,4,14,21,30,28.5,0
2019,4,14,22,30,28,0
2019,4,14,23,30,27.7,0
2019,4,15,0,30,26.5,0
2019,4,15,1,30,25.9,0
2019,4,15,2,30,25.4,0
2019,4,15,3,30,24.9,0
2019,4,15,4,30,24.7,0
2019,4,15,5,30,25.5,2
2019,4,15,6,30,27.9,166
2019,4,15,7,30,30.8,311
2019,4,15,8,30,33.5,626
2019,4,15,9,30,35.8,837
2019,4,15,10,30,37.6,956
2019,4,15,11,30,38.8,1002
2019,4,15,12,30,39.4,841
2019,4,15,13,30,39.4,831
2019,4,15,14,30,39,657
2019,4,15,15,30,38,436
2019,4,15,16,30,36.3,198
2019,4,15,17,30,34.3,10
2019,4,15,18,30,33,0
2019,4,15,19,30,32,0
2019,4,15,20,30,31.2,0
2019,4,15,21,30,30.4,0
2019,4,15,22,30,29.7,0
2019,4,15,23,30,29.4,0
2019,4,16,0,30,28.7,0
2019,4,16,1,30,28.3,0
2019,4,16,2,30,27.8,0
2019,4,16,3,30,27.4,0
2019,4,16,4,30,27.2,0
2019,4,16,5,30,27.9,2
2019,4,16,6,30,29.7,69
2019,4,16,7,30,31.7,308
2019,4,16,8,30,33.4,482
2019,4,16,9,30,34.9,553
2019,4,16,10,30,36,739
2019,4,16,11,30,36.6,803
2019,4,16,12,30,36.9,856
2019,4,16,13,30,36.7,744
2019,4,16,14,30,36.1,591
2019,4,16,15,30,35.1,313
2019,4,16,16,30,33.7,70
2019,4,16,17,30,32.4,8
2019,4,16,18,30,31.5,0
2019,4,16,19,30,30.9,0
2019,4,16,20,30,30.3,0
2019,4,16,21,30,29.8,0
2019,4,16,22,30,29.4,0
2019,4,16,23,30,29.2,0
2019,4,17,0,30,28.6,0
2019,4,17,1,30,28.2,0
2019,4,17,2,30,27.9,0
2019,4,17,3,30,27.6,0
2019,4,17,4,30,27.6,0
2019,4,17,5,30,28.1,0
2019,4,17,6,30,29.5,128
2019,4,17,7,30,31.5,350
2019,4,17,8,30,33.4,495
2019,4,17,9,30,35,701
2019,4,17,10,30,36.2,815
2019,4,17,11,30,37.1,861
2019,4,17,12,30,37.5,825
2019,4,17,13,30,37.4,726
2019,4,17,14,30,36.9,566
2019,4,17,15,30,35.8,355
2019,4,17,16,30,34,136
2019,4,17,17,30,32.2,0
2019,4,17,18,30,31.2,0
2019,4,17,19,30,30.4,0
2019,4,17,20,30,29.7,0
2019,4,17,21,30,29.1,0
2019,4,17,22,30,28.5,0
2019,4,17,23,30,28.2,0
2019,4,18,0,30,27.4,0
2019,4,18,1,30,27,0
2019,4,18,2,30,26.5,0
2019,4,18,3,30,26.2,0
2019,4,18,4,30,26,0
2019,4,18,5,30,26.9,0
2019,4,18,6,30,29.3,133
2019,4,18,7,30,32.2,357
2019,4,18,8,30,34.6,570
2019,4,18,9,30,36.7,699
2019,4,18,10,30,38.3,806
2019,4,18,11,30,39.3,848
2019,4,18,12,30,39.8,764
2019,4,18,13,30,39.7,742
2019,4,18,14,30,39.2,575
2019,4,18,15,30,38.2,366
2019,4,18,16,30,36.3,140
2019,4,18,17,30,34.3,0
2019,4,18,18,30,32.8,0
2019,4,18,19,30,31.5,0
2019,4,18,20,30,30.4,0
2019,4,18,21,30,29.6,0
2019,4,18,22,30,29,0
2019,4,18,23,30,28.7,0
2019,4,19,0,30,28.1,0
2019,4,19,1,30,27.7,0
2019,4,19,2,30,27.4,0
2019,4,19,3,30,27.1,0
2019,4,19,4,30,26.9,0
2019,4,19,5,30,27.3,0
2019,4,19,6,30,28.8,130
2019,4,19,7,30,31,357
2019,4,19,8,30,33.1,571
2019,4,19,9,30,34.8,704
2019,4,19,10,30,36.2,801
2019,4,19,11,30,37.4,840
2019,4,19,12,30,38.1,828
2019,4,19,13,30,38.1,723
2019,4,19,14,30,37.5,557
2019,4,19,15,30,36.8,348
2019,4,19,16,30,35.5,124
2019,4,19,17,30,33.9,0
2019,4,19,18,30,32.9,0
2019,4,19,19,30,32.3,0
2019,4,19,20,30,31.6,0
2019,4,19,21,30,30.8,0
2019,4,19,22,30,30,0
2019,4,19,23,30,29.7,0
2019,4,20,0,30,28.9,0
2019,4,20,1,30,28.4,0
2019,4,20,2,30,28,0
2019,4,20,3,30,27.7,0
2019,4,20,4,30,27.4,0
2019,4,20,5,30,27.9,0
2019,4,20,6,30,29.4,129
2019,4,20,7,30,31.4,280
2019,4,20,8,30,33.3,569
2019,4,20,9,30,35,631
2019,4,20,10,30,36.4,714
2019,4,20,11,30,37.6,756
2019,4,20,12,30,38.4,737
2019,4,20,13,30,38.7,660
2019,4,20,14,30,38.3,535
2019,4,20,15,30,37.5,391
2019,4,20,16,30,36,165
2019,4,20,17,30,34.2,2
2019,4,20,18,30,33,0
2019,4,20,19,30,32.3,0
2019,4,20,20,30,31.6,0
2019,4,20,21,30,30.9,0
2019,4,20,22,30,30.2,0
2019,4,20,23,30,29.9,0
2019,4,21,0,30,29.1,0
2019,4,21,1,30,28.7,0
2019,4,21,2,30,28.4,0
2019,4,21,3,30,28,0
2019,4,21,4,30,27.8,0
2019,4,21,5,30,28.2,0
2019,4,21,6,30,29.4,32
2019,4,21,7,30,31,311
2019,4,21,8,30,32.5,446
2019,4,21,9,30,33.8,696
2019,4,21,10,30,35,675
2019,4,21,11,30,35.8,847
2019,4,21,12,30,36.2,826
2019,4,21,13,30,36.3,722
2019,4,21,14,30,36,557
2019,4,21,15,30,35.5,349
2019,4,21,16,30,34.2,126
2019,4,21,17,30,32.7,0
2019,4,21,18,30,31.7,0
2019,4,21,19,30,30.9,0
2019,4,21,20,30,30.1,0
2019,4,21,21,30,29.4,0
2019,4,21,22,30,28.8,0
2019,4,21,23,30,28.5,0
2019,4,22,0,30,27.9,0
2019,4,22,1,30,27.5,0
2019,4,22,2,30,27.2,0
2019,4,22,3,30,27,0
2019,4,22,4,30,26.9,0
2019,4,22,5,30,27.3,0
2019,4,22,6,30,28.5,123
2019,4,22,7,30,30.1,282
2019,4,22,8,30,31.5,459
2019,4,22,9,30,32.6,649
2019,4,22,10,30,33.4,848
2019,4,22,11,30,33.9,891
2019,4,22,12,30,34.2,765
2019,4,22,13,30,34.2,633
2019,4,22,14,30,33.9,587
2019,4,22,15,30,33.5,379
2019,4,22,16,30,32.4,117
2019,4,22,17,30,31.1,1
2019,4,22,18,30,30.3,0
2019,4,22,19,30,29.8,0
2019,4,22,20,30,29.2,0
2019,4,22,21,30,28.7,0
2019,4,22,22,30,28.3,0
2019,4,22,23,30,28,0
2019,4,23,0,30,27.4,0
2019,4,23,1,30,27,0
2019,4,23,2,30,26.7,0
2019,4,23,3,30,26.5,0
2019,4,23,4,30,26.4,0
2019,4,23,5,30,26.9,1
2019,4,23,6,30,28.5,9
2019,4,23,7,30,30.4,157
2019,4,23,8,30,32.2,435
2019,4,23,9,30,33.5,595
2019,4,23,10,30,34.4,673
2019,4,23,11,30,35.1,521
2019,4,23,12,30,35.5,497
2019,4,23,13,30,35.6,550
2019,4,23,14,30,35.1,358
2019,4,23,15,30,34.3,383
2019,4,23,16,30,33.2,161
2019,4,23,17,30,32.1,2
2019,4,23,18,30,31.2,0
2019,4,23,19,30,30.6,0
2019,4,23,20,30,30,0
2019,4,23,21,30,29.4,0
2019,4,23,22,30,28.9,0
2019,4,23,23,30,28.7,0
2019,4,24,0,30,28.2,0
2019,4,24,1,30,27.9,0
2019,4,24,2,30,27.7,0
2019,4,24,3,30,27.4,0
2019,4,24,4,30,27.2,0
2019,4,24,5,30,27.2,1
2019,4,24,6,30,28.1,10
2019,4,24,7,30,30,55
2019,4,24,8,30,32.4,327
2019,4,24,9,30,34.6,569
2019,4,24,10,30,36.1,765
2019,4,24,11,30,37.2,714
2019,4,24,12,30,37.7,702
2019,4,24,13,30,37.5,663
2019,4,24,14,30,36.7,267
2019,4,24,15,30,35.5,326
2019,4,24,16,30,34.1,144
2019,4,24,17,30,32.8,6
2019,4,24,18,30,31.9,0
2019,4,24,19,30,31.3,0
2019,4,24,20,30,30.6,0
2019,4,24,21,30,30,0
2019,4,24,22,30,29.3,0
2019,4,24,23,30,29,0
2019,4,25,0,30,28.1,0
2019,4,25,1,30,27.6,0
2019,4,25,2,30,27.2,0
2019,4,25,3,30,27,0
2019,4,25,4,30,26.9,0
2019,4,25,5,30,27.4,2
2019,4,25,6,30,28.8,132
2019,4,25,7,30,30.5,353
2019,4,25,8,30,32.1,553
2019,4,25,9,30,33.3,707
2019,4,25,10,30,34.1,826
2019,4,25,11,30,34.4,770
2019,4,25,12,30,34.4,770
2019,4,25,13,30,33.9,716
2019,4,25,14,30,33,528
2019,4,25,15,30,32.1,390
2019,4,25,16,30,31.1,167
2019,4,25,17,30,30.1,3
2019,4,25,18,30,29.4,0
2019,4,25,19,30,28.9,0
2019,4,25,20,30,28.5,0
2019,4,25,21,30,28.1,0
2019,4,25,22,30,27.7,0
2019,4,25,23,30,27.6,0
2019,4,26,0,30,27.2,0
2019,4,26,1,30,26.9,0
2019,4,26,2,30,26.8,0
2019,4,26,3,30,26.7,0
2019,4,26,4,30,26.6,0
2019,4,26,5,30,27.1,2
2019,4,26,6,30,28.6,99
2019,4,26,7,30,30.7,331
2019,4,26,8,30,32.9,525
2019,4,26,9,30,34.8,682
2019,4,26,10,30,36.1,498
2019,4,26,11,30,37.1,821
2019,4,26,12,30,37.7,809
2019,4,26,13,30,37.9,708
2019,4,26,14,30,37.5,554
2019,4,26,15,30,36.7,398
2019,4,26,16,30,35,170
2019,4,26,17,30,33.3,3
2019,4,26,18,30,32.2,0
2019,4,26,19,30,31.4,0
2019,4,26,20,30,30.8,0
2019,4,26,21,30,30.2,0
2019,4,26,22,30,29.6,0
2019,4,26,23,30,29.3,0
2019,4,27,0,30,28.5,0
2019,4,27,1,30,28,0
2019,4,27,2,30,27.7,0
2019,4,27,3,30,27.3,0
2019,4,27,4,30,27.1,0
2019,4,27,5,30,27.7,4
2019,4,27,6,30,29.3,139
2019,4,27,7,30,31.4,322
2019,4,27,8,30,33.5,525
2019,4,27,9,30,35.2,647
2019,4,27,10,30,36.7,794
2019,4,27,11,30,37.9,831
2019,4,27,12,30,38.8,803
2019,4,27,13,30,39.1,696
2019,4,27,14,30,38.7,576
2019,4,27,15,30,37.8,360
2019,4,27,16,30,36.2,184
2019,4,27,17,30,34.4,7
2019,4,27,18,30,33,0
2019,4,27,19,30,32.1,0
2019,4,27,20,30,31.3,0
2019,4,27,21,30,30.7,0
2019,4,27,22,30,30.1,0
2019,4,27,23,30,29.7,0
2019,4,28,0,30,28.8,0
2019,4,28,1,30,28.3,0
2019,4,28,2,30,27.9,0
2019,4,28,3,30,27.5,0
2019,4,28,4,30,27.3,0
2019,4,28,5,30,27.9,5
2019,4,28,6,30,29.7,181
2019,4,28,7,30,31.8,416
2019,4,28,8,30,33.8,635
2019,4,28,9,30,35.4,787
2019,4,28,10,30,36.8,664
2019,4,28,11,30,38.1,939
2019,4,28,12,30,39,739
2019,4,28,13,30,39.3,793
2019,4,28,14,30,38.8,620
2019,4,28,15,30,37.9,406
